Z3700_Compressor_Screw_CapacityControl(ZI-Z37050/AI1.PV),Z3700_Compressor_Screw_CaseVibrationNDEMaleRotor(VI-V37050/AI1.PV),Z3700_Compressor_Screw_DischargePressure(PI-P37051/AI1.PV),Z3700_Compressor_Screw_DischargeTemperature(TI-T37051/AI1.PV),Z3700_Compressor_Screw_SuctionPressure(PI-P37050/AI1.PV),Z3700_Compressor_Screw_SuctionTemperature(TI-T37050/AI1.PV),Z3700_CoolingSystemCollection_CoolingFluidTemperatureCold(TI-T37130/AI1.PV),Z3700_CoolingSystemCollection_CoolingFluidTemperatureWarm(TI-T37131/AI1.PV),Z3700_CoolingSystemCollection_CoolingMassFlow(FI-F37130/AI1.PV),Z3700_CoolingSystemCollection_CoolingPressure(PI-P37130/AI1.PV),Z3700_HeatExchanger_InletTemperatureHot(TI-T37054/AI1.PV),Z3700_HeatExchanger_OutletTemperatureHot(TI-T37053/AI1.PV),Z3700_Motor_Current(II-37062/AI1.PV),Z3700_Motor_RadialBearingDETemperature1(TI-T37059/AI1.PV),Z3700_Motor_RadialBearingNDETemperature1(TI-T37060/AI1.PV),Z3700_Motor_StatorTemperatureA1(TI-T37056/AI1.PV),Z3700_Motor_StatorTemperatureB1(TI-T37057/AI1.PV),Z3700_Motor_StatorTemperatureC1(TI-T37058/AI1.PV),Z3700_OilSystem_OilPressure1(PI-P37054/AI1.PV),Z3700_OilSystem_OilPressure2(PI-P37053/AI1.PV),Z3700_OilSystem_OilTemperature(TI-T37055/AI1.PV),Z3700_Vessel_VesselLevel(LI-L37050-1/AI1.PV),OutsideTemperature
100,0.8,13.2,69.4,5.91000032,9.600001,28.4900246,31.68727,1321.91272,4.98812628,19.3000011,14.0999975,22,65.6,48.6999969,81.7,80.2,80.9,16.8,11.9000006,50.6999969,19.42,27.99375153
100,0.8,13.2,68.2000046,5.91000032,9.600001,28.1466961,31.68727,1314.13892,4.979543,19.5,14.0999975,22,66.2,49.1,81.9,80.2999954,80.9,16.8,11.9000006,50.5,19.3900013,27.79999924
100,0.599999964,13.3,69.00001,5.9,9.700001,28.1466961,31.7206478,1322.74451,4.979543,19.5,14.3000011,22,67,50,82.1,80.5,81.1,16.8,11.8,51.3000031,19.42,28.47500229
100,0.8,13.3,70.1,5.9,9.899998,28.1466961,31.7206478,1320.95886,4.979543,19.7000027,14.3000011,22,67.7,50.9,82.5,81,81.6,16.6999989,12,50.6999969,19.42,29.453125
100,0.8,13.3,68.2000046,5.9,9.799999,28.1466961,31.9256878,1323.5553,4.979543,19.5,14.3000011,22,68.4,51.4,83.2000046,81.6,82.4,16.6999989,12,50.8000031,19.3900013,29.68124962
100,0.8,13.4000006,69.7999954,5.9,9.799999,28.1466961,31.9256878,1328.12744,4.979543,19.5,14.4,22,68.8,51.5,83.7000046,82.3,83,16.6999989,12,51.4000053,19.3900013,29.89999962
100,0.6999999,13.500001,70.2999954,5.9,9.799999,28.5567856,32.08543,1325.92432,4.979543,19.5,14.4,22,68.7,51.6,84.1,82.5,83.1,16.6999989,12,50.8999939,19.53,30.3125
100,0.6999999,13.4000006,68.49999,5.9,9.799999,28.5567856,32.08543,1322.704,4.979543,19.5999985,14.4,22,69.3,52,84.5,82.7000046,83.5,16.9,12,51,19.53,30.84999847
100,0.8,13.4000006,70.7000046,5.9,9.899998,28.5567856,32.08543,1317.54321,4.979543,19.8000011,14.600009,22,69.9,52.3999977,84.8999939,83.3,83.9,16.9,12,51.5,19.5,31.99062729
100,0.6999999,13.6,70.6,5.9,10.1000013,28.5567856,32.08543,1317.29871,4.979543,19.8000011,14.4999981,22,70.5,53.1000023,85.3999939,83.9,84.6,16.8,12,51.3000031,19.44,33.359375
100,0.8,13.6,68.9,5.9,10.1000013,28.5567856,32.3381577,1323.2312,4.979543,19.9,14.7000074,22,71.1000061,53.6000023,86,84.6,85.2,16.8,12,51.1000023,19.5,33.328125
100,0.6999999,13.6,71.1,5.9,10.1000013,28.7308311,32.3381577,1317.25818,4.979543,19.9,14.600009,22,72.6,54.5,86.7,85.1,85.7999954,16.9,12,51.6000023,19.5,33.62812424
100,0.6999999,13.6,70.6,5.9,10.1000013,28.7308311,32.3381577,1328.65247,4.979543,19.9,14.4999981,22,74.1,54.6,87.1,85.7999954,86.2999954,16.8,12,51.3000031,19.5,34.296875
100,0.6999999,13.6,68.7999954,5.9,10.1000013,28.7308311,32.3381577,1317.136,4.979543,19.9,14.7000074,22,75.8,55,87.7,86,86.7999954,16.8,12,51.1999969,19.53,33.52187729
100,0.8,13.6,71.2000046,5.9,10.1000013,28.7379837,32.3071632,1321.95337,4.979543,19.9,14.600009,22,76.1,54.7,88.1,86.6,87.1,16.9,12,51.6999969,19.53,32.69374847
100,0.8,13.4000006,70.1,5.9,10.1000013,28.7379837,32.3071632,1322.54175,4.979543,19.9,14.4999981,22,75.4,54.2,88.3,86.6,87.2,16.9,12.1,50.8000031,19.42,33.15937424
100,0.8,13.500001,67.7999954,5.9,10.0000019,28.50433,32.0878143,1321.1416,4.979543,19.8000011,14.4,22,73.5,54.2,88.3,86.7999954,87.4,16.9,12.1,51,19.42,34.265625
100,0.6999999,13.4000006,70.7000046,5.9,9.899998,28.50433,32.0878143,1322.704,4.977636,19.8000011,14.4999981,22,72.8999939,54.2,88.3,86.7999954,87.4,16.9,11.9000006,51.1999969,19.42,34.890625
100,0.8,13.500001,70.00001,5.96,9.899998,28.50433,32.09735,1325.19592,4.977636,19.8000011,14.600009,22,72.7999954,54.2,88.5,87,87.6,16.9,11.9000006,50.8999939,19.42,34.13437653
100,0.8,13.500001,67.7999954,5.96,10.0000019,28.42565,31.9614525,1328.16785,4.977636,19.8000011,14.4,22,72.6,54.0000038,88.5,87,87.6,16.9,11.9000006,50.8999939,19.42,33.29999924
100,0.8,13.3,70.2999954,5.96,9.799999,28.2730618,31.8565464,1330.24634,4.977636,19.5999985,14.4,22,72.8999939,53.6000023,88.5,86.9,87.5,16.8,11.9000006,51.1000023,19.42,32.35000229
100,0.8,13.3,69.2000046,5.96,9.799999,28.2730618,31.8565464,1322.88635,4.977636,19.7000027,14.4,22,72.6,53.7,88.2000046,86.7,87.3,16.6999989,11.9000006,50.8000031,19.42,31.84687424
100,0.599999964,13.4000006,67.7999954,5.96,10.0000019,28.2730618,32.04013,1316.40247,4.977636,19.8000011,14.4,22,72.6,53.7,87.8,86.2,86.7,16.6999989,11.9000006,51,19.42,31.31250191
100,0.599999964,13.500001,70.6,5.96,9.799999,28.48764,32.0019836,1324.791,4.977636,19.7000027,14.4,22,72.2999954,52.8999977,87.5,85.9,86.5,16.6999989,11.9000006,51.1999969,19.4700012,30.84999847
100,0.599999964,13.500001,69.6,5.96,9.799999,28.48764,32.0019836,1322.50122,4.977636,19.5,14.4,22,71.5,52.4999962,87.1,85.7,86,16.6999989,11.9000006,50.6999969,19.44,30.72812653
100,0.599999964,13.500001,67.6,5.96,9.799999,28.44711,32.0139046,1320.20728,4.977636,19.5,14.4,22,71.6,52.2,86.7,85.2,85.7,16.6999989,11.9000006,51.1000023,19.44,30.02499962
100,0.8,13.500001,70.7999954,5.96,9.799999,28.44711,32.0139046,1325.47925,4.977636,19.5,14.3000011,22,71.2000046,51.4,86.2,84.7999954,85.2999954,16.6999989,11.9000006,51.1999969,19.42,29.78125
100,0.599999964,13.500001,69.50001,5.96,9.799999,28.482872,31.9781418,1317.92993,4.977636,19.7000027,14.3000011,22,70.9,51,85.9,84.4,85,16.6999989,11.9000006,50.8999939,19.36,29.5625
100,0.599999964,13.500001,67.7999954,5.96,9.799999,28.482872,32.0305939,1319.33337,4.977636,19.5,14.3000011,22,70.7000046,51,85.7,84.2,84.7999954,16.6999989,11.9000006,51.4000053,19.36,29.49999809
100,0.599999964,13.500001,70.6,5.92,9.799999,28.614006,32.11404,1328.2688,4.977636,19.5,14.3000011,22,70.5,50.4,85.5,84,84.6,16.6999989,11.9000006,51.1999969,19.33,29.03125
100,0.8,13.500001,69.4,5.92,9.799999,28.614006,32.11404,1321.22278,4.977636,19.5,14.3000011,22,70.3,49.3999977,85.2999954,83.8,84.4,16.6999989,11.9000006,50.6999969,19.36,28.39687538
100,0.599999964,13.3,67.49999,5.92,9.799999,28.3112087,31.98291,1321.68958,4.977636,19.5,14.3000011,22,69.8,49,84.7999954,83.2000046,83.7000046,16.6999989,11.9000006,51.1000023,19.44,28.00312614
100,0.8,13.4000006,70.00001,5.92,9.700001,28.3112087,31.98291,1318.92676,4.977636,19.5,14.3000011,22,69.5,48.6,84.4,83,83.4,16.8,11.9000006,50.8000031,19.42,27.98750114
100,0.8,13.3,68.49999,5.92,9.500003,28.3112087,31.98291,1326.18726,4.99527931,19.3000011,13.9999981,22,69.1,48.4,84.1,82.5,83.1,16.6999989,11.8,50.1999969,19.42,27.92187691
100,0.8,13.0999994,67.2000046,5.83,9.299999,28.3112087,31.98291,1328.45056,4.99527931,19.0999985,13.9,22,68.6,48.4,83.6000061,82,82.5,16.6999989,11.5999994,50.8000031,19.44,27.828125
100,0.599999964,13,69.2000046,5.83,9.100002,28.3112087,31.1746559,1322.07532,4.99527931,18.5999985,13.499999,21,68.1,48.5,83.4,81.7,82.3,16.5,11.5,50.5,19.44,27.57187462
100,0.8,13,67.49999,5.72,8.700001,27.536335,31.1746559,1326.996,4.99527931,18.5,13.3000011,21,67.5,48.2,83,81.3,82,16.3000011,11.5,49.9,19.88,27.484375
100,0.8,12.9,66.99999,5.7699995,9.100002,27.536335,30.957695,1324.872,4.99527931,18.5999985,13.499999,21,67.1,47.7,82.2000046,80.8,81.4,16.3000011,11.4,50.3999939,19.3900013,27.359375
100,0.8,12.8,68.7000046,5.7699995,8.600002,27.536335,30.957695,1325.66125,4.99527931,18.0999985,13.0999985,21,67.1,48.2,82,80.5,80.9,16.3000011,11.5,50.1000061,19.53,27.38125038
100,0.8,12.8,66.6,5.75999975,8.999997,27.536335,30.957695,1326.895,4.99527931,18.6999969,13.499999,21,66.9,48.3,81.8,80.2999954,80.7,16.3000011,11.5,49.6,19.53,27.32500076
100,0.8,12.8,67.1,5.75999975,8.600002,27.3050671,30.957695,1326.713,4.99527931,18.1999989,13,21,66.7,48.4,81.6,80.1,80.6,16.2,11.3,50.5,19.44,27.04375076
100,0.8,12.8,68.1,5.75999975,8.8,27.3050671,30.957695,1321.40552,4.99527931,18.4000015,13.499999,21,66.2999954,47.9,81.3,79.7,80.4,16.2,11.3,49.9,19.44,26.96250153
100,0.8,12.8,66.9,5.75999975,8.8,27.3050671,30.957695,1324.89221,4.99527931,18.1999989,13.2000027,21,66.1,47.6000023,81.1,79.5,80.4,16.2,11.3,49.8000031,19.44,26.63750076
100,0.8,12.8,67.7999954,5.75999975,8.499998,27.3050671,30.6644344,1329.52026,4.99527931,18.1999989,13,21,65.9,47.4,80.8,79.2999954,80.4,16.3000011,11.3,50.3000031,19.53,26.62187576
100,0.8,12.8,68.2999954,5.74,8.999997,27.3050671,30.6644344,1328.4303,4.99527931,18.5999985,13.4000006,21,65.7,47,80.6,79.1,80.4,16.2,11.3,49.6,19.33,26.60312271
100,0.8,12.8,66.4,5.74,8.499998,27.3050671,30.6644344,1331.81812,4.99527931,18.0999985,13,21,65.5,46.6,80.4,78.8999939,80.4,16.3000011,11.3,49.6,19.42,26.72187424
100,0.6999999,12.8,67.6,5.74,8.700001,27.3050671,30.6644344,1335.559,4.99527931,18.4000015,13.3000011,21,65.3,46.7,80.4,78.7,80.4,16.2,11.3,50,19.42,26.33750153
100,0.8,12.8,68.1,5.74,8.700001,27.3050671,30.5976772,1326.00525,4.99527931,18.3000031,13.2000027,21,65.3,46.5,80.2,78.7,80.4,16.3000011,11.3,49.6,19.3900013,26.80624962
100,0.8,12.8,66.1,5.74,8.499998,27.3050671,30.5976772,1323.49451,4.99527931,18.0999985,13,21,65.1000061,46.8,80.2,78.5,80.4,16.3000011,11.3,49.5,19.3900013,27.72187614
100,0.8,12.8,68.1,5.75999975,8.8,27.1691647,30.7049656,1335.67944,4.98884153,18.5,13.3000011,21,65.3,47.7,80.2,78.5,80.4,16.2,11.3,50.1000061,19.36,28.515625
100,0.8,12.8,68.4,5.75999975,8.8,27.1691647,30.7049656,1332.26111,4.98884153,18.5,13.3000011,21,65.8,48.5,80.2999954,78.7,80.4,16.2,11.3,50,19.4700012,29.10312462
100,0.8,12.8,66.6,5.75999975,8.899999,27.1691647,30.7049656,1328.06677,4.98884153,18.5,13.4000006,21,66.2999954,50.9,81,79.4,80.4,16.2,11.5,49.9,19.4700012,29.97500038
100,0.6999999,12.9,69.4,5.75999975,8.999997,27.1691647,30.84802,1334.45374,4.98884153,18.5999985,13.499999,21,66.7,52.6000023,81.7,80.2,80.4,16.4,11.4,50.6999969,19.3900013,30.52499962
100,0.8,12.9,69.00001,5.75999975,9.100002,27.1691647,30.84802,1330.085,4.98884153,18.8000031,13.499999,21,67.2999954,53.1000023,82.4,81.2,80.4,16.4,11.4,50.3000031,19.3900013,31.75312614
100,0.8,12.9,67.1,5.75999975,8.999997,27.5101089,30.995842,1332.78455,4.98884153,18.6999969,13.499999,21,67.2,53.3999977,83.2000046,81.8,80.4,16.4,11.4,50.1999969,19.5,32.05937576
100,0.8,13.0999994,69.7999954,5.75999975,8.999997,27.6507759,31.1293564,1451.2677,4.775692,18.6999969,13.7000027,21,67.2,53.6000023,83.5,82.2000046,80.4,16.4,11.5999994,51,19.56,33.13125229
100,0.8,13.2,69.4,5.75999975,8.999997,28.1872311,31.1293564,1452.376,4.775692,18.9000015,13.5999975,22,67.2999954,53.8,84,82.8,83.4,16.4,11.5999994,50.6999969,19.59,33.91250229
100,0.6999999,13.0999994,67.7999954,5.75999975,9.200001,28.1872311,31.1293564,1443.76282,4.775692,18.9000015,13.8000011,22,67.5,53.8,84.5,83.4,83.8,16.5999985,11.8,50.8000031,19.4700012,33.89374924
100,0.8,13.3,70.2000046,5.75999975,9.200001,28.1872311,31.6944218,1450.38013,4.775692,18.9000015,13.8000011,22,68,54.0000038,84.8999939,83.9,84.2,16.5999985,11.7,51.4000053,19.6199989,34.87812424
100,0.8,13.2,69.7999954,5.75999975,9.299999,28.561554,31.6944218,1442.05273,4.775692,19.0999985,13.8000011,22,68.4,54.2,85.6,84.2,84.8999939,16.5999985,11.7,50.8999939,19.65,35.67500305
100,0.6999999,13.2,67.9,5.75999975,9.299999,28.561554,31.6944218,1443.52136,4.775692,19.0999985,13.8000011,22,68.9,54.2,85.7999954,84.7,85.1,16.5999985,11.7,51,19.5,36.921875
100,0.6999999,13.3,70.6,5.75999975,9.299999,28.6092377,31.87562,1448.62231,4.775692,19.0999985,13.8000011,22,68.9,54.2,86.2999954,85.1,85.6,16.5999985,11.7,51.3000031,20.02,36.40937424
100,0.6999999,13.2,69.1,5.75999975,9.299999,28.6092377,31.87562,1446.0835,4.775692,19.0999985,13.8000011,22,69.1,53.8999977,86.2999954,85.1,85.7999954,16.5999985,11.7,50.8999939,19.76,36.27812576
100,0.6999999,13.2,67.9,5.75999975,9.299999,28.6092377,31.8780041,1453.613,4.775692,19.0999985,13.8000011,22,68.9,53.7,86.5,85.2999954,85.7999954,16.5999985,11.9000006,51.4000053,19.73,35.55937576
100,0.6999999,13.2,71.4,5.79,8.8,28.6092377,31.8780041,1446.76953,4.775692,18.4000015,13.0999985,22,68.9,53.2,86.5,85.2999954,85.7999954,16.5999985,11.9000006,51.9000053,27.98,35.640625
100,0.6999999,13.2,70.1,5.75,8.8,28.88342,32.0472832,1440.6012,4.775692,18.6999969,13.499999,22,69.1,52.7,86.5,85.2999954,85.7999954,16.5999985,11.9000006,51.1999969,34.95,35.703125
100,0.6999999,13.4000006,67.99999,5.75,8.4,28.88342,32.11881,1446.63965,4.775692,18.4000015,13.0999985,22,69.1,52.1000023,86.5,85.2999954,85.9,16.5999985,11.9000006,51.9000053,38.8000031,34.18124771
100,0.6999999,13.4000006,71.4,5.75,8.4,28.9644833,32.11881,1442.05273,4.775692,18.1999989,13.0999985,22,68.8,51.7,86.4,85.1,85.7,16.6999989,11.9000006,52,46.56,32.85312271
100,0.8,13.4000006,70.00001,5.75,8.600002,28.9644833,32.11881,1446.12036,4.775692,18.4000015,13.3000011,22,68.6,51.3000031,86.2,85,85.5,16.5999985,11.9000006,51.4000053,46.18,32.109375
100,0.8,13.2,68.1,5.75,8.3,28.9644833,32.1164246,1449.196,4.775692,17.9000015,12.9000006,22,68.7,51,86,84.7999954,85.3999939,16.6999989,11.9000006,51.9000053,45.54,31.47187614
100,0.8,13.2,71.4,5.75,8.3,28.9644833,32.1164246,1449.25171,4.775692,17.9000015,12.9000006,22,68.9,50.6,86,84.6,85.3999939,16.6999989,11.9000006,51.9000053,46.64,31.34062576
100,0.8,13.2,69.9,5.75,8.3,28.9644833,32.149807,1450.69446,4.78689766,17.9000015,12.9000006,22,69,50.3000031,85.7,84.6,85.3999939,16.5,11.9000006,51.3000031,46.21,31.27500153
100,0.8,13.2,68.49999,5.75,8.3,28.9644833,32.149807,1450.9718,4.78689766,17.9000015,12.9000006,22,69,50.3000031,85.5,84.1,85.3999939,16.5,11.9000006,52.1000023,45.69,31.16875076
100,0.8,13.2,71.7,5.75,8.3,28.9644833,32.149807,1445.63806,4.78689766,17.9000015,12.9000006,22,69,49.7,85.5,84.1,85.3999939,16.5,11.9000006,52,46.7,30.91250038
100,0.8,13.3,69.7999954,5.75,8.3,28.9668674,32.18557,1438.27185,4.78689766,17.9000015,12.9000006,22,68.8,49.3,85.2999954,83.7000046,85.3999939,16.6999989,11.7,51.1999969,45.92,30.59687614
100,0.8,13.3,68.49999,5.75,7.999998,28.9668674,32.18557,1446.78821,4.78689766,17.9000015,12.8000021,22,67.9,49.3,84.7999954,83.4,85.3999939,16.5,11.8,51.8,45.78,30.49062538
100,0.8,13.2,71,5.75,7.999998,28.9668674,32.18557,1440.95471,4.78689766,17.6999989,12.5999985,22,67.7,48.8,84.6,83.4,85.3999939,16.5,11.5999994,51.5,46.44,30.34375
100,0.8,13.2,67.7999954,5.75,7.999998,28.9668674,32.18557,1448.17773,4.78689766,17.6999989,12.5999985,22,67.7,48.6,84.3,82.8,85.3999939,16.4,11.7,50.8999939,45.95,29.49999809
100,0.8,13,68.1,5.75,7.999998,28.9668674,32.18557,1443.01965,4.78689766,17.5000019,12.5999985,22,68,48.5,84.1,82.5,85.3999939,16.5,11.5,51.5,45.89,28.77187347
100,0.6999999,13,70.2999954,5.75,7.999998,28.3493557,31.4703026,1448.47412,4.78689766,17.5000019,12.5,22,68.3,48.6,83.8,82.3,85.3999939,16.5,11.5,51.1000023,46.21,28.72500038
100,0.6999999,13.500001,70.4,5.63,8.200002,29.0550861,32.27617,1460.406,4.78689766,17.7999973,12.5999985,23,68.1,47.9,83.8,82.3,85.3999939,16.5999985,12,51.6999969,46.67,28.58124924
100,0.8,13.6,71.5,5.63,8.3,29.572464,32.68864,1446.28748,4.78689766,18,12.9000006,23,68.1,47.7,84,82.3,85.3999939,16.8,12,52.8,46.79,28.44062424
100,0.8,13.7999992,73.8,5.63,8.499998,30.323494,33.14641,1446.38,4.78689766,18,13.0999985,23,68.1,46.9,84.2,82.6,85.3999939,17,12.4,52.9999962,47.77,28.125
100,0.6999999,14,72.6,5.63,8.700001,30.323494,33.14641,1450.08423,4.78689766,18.4000015,13.3000011,24,68.1,47,84.6,82.8,85.3999939,17.3,12.7000008,52.9000053,47.37,27.79687691
100,0.8,14.2000008,75.2,5.63,8.700001,30.323494,34.35044,1449.0481,4.78689766,18.4000015,13.3000011,24,68.4,48.3,85.1,83.3,85.3999939,17.4,12.8,53.6999931,48.18,27.41875076
100,0.6999999,14.4,76.40001,5.63,8.999997,30.323494,34.35044,1452.44983,4.78689766,18.5999985,13.5999975,24,69.1,48.8999977,85.3999939,83.8,85.3999939,17.6,12.9,53.4999962,48.73,27.30624962
100,0.8,14.5999994,74.2,5.63,9.100002,32.1045036,35.232605,1451.9884,4.78689766,18.5999985,13.5999975,25,70.1,49.6,86.5,84.7,85.3999939,17.8000011,13.2,53.3,48.21,27.10000038
100,0.6999999,14.5999994,75.6000061,5.63,8.999997,32.252327,35.3851967,1440.99207,4.798581,18.5999985,13.8000011,24,71,50,87.1,85.2999954,85.3999939,17.8000011,13,53.4999962,48.06,27.04375076
100,0.6999999,14.5,75.7,5.79999971,8.899999,31.9113827,35.0084877,1447.80737,4.798581,18.5999985,13.499999,24,71.9,49.9,87.2,85.5,85.3999939,17.8000011,13,52.8,48.38,27.19374847
100,0.6999999,14.3000011,73.59999,5.79999971,8.899999,31.9113827,34.9488831,1452.39465,4.798581,18.5999985,13.499999,24,72.3999939,50.1999969,87.6,85.7,85.3999939,17.8000011,13,52.8,47.63,27.52187538
100,0.6999999,14.3000011,75.8999939,5.79999971,8.899999,31.9113827,34.9488831,1439.89343,4.798581,18.4000015,13.499999,24,72.8999939,50,87.6,86,85.3999939,17.6,12.8,53.3,48.5,27.109375
100,0.6999999,14.2000008,74.7,5.79999971,8.8,31.9113827,34.6198578,1441.53186,4.798581,18.4000015,13.4000006,24,73.5,50,87.6,86,85.3999939,17.7,12.8,52.8,48.23,26.79375076
100,0.8,14.3000011,72.7,5.79999971,8.8,31.9113827,34.50065,1447.04761,4.798581,18.4000015,13.4000006,24,73.7,50,87.7,86,85.3999939,17.7,12.8,52.4999962,47.77,27.03437424
100,0.8,14.1,75.2,5.79999971,8.8,31.3367882,34.50065,1450.69446,4.798581,18.4000015,13.4000006,24,73.7,50,87.7,86,85.3999939,17.5,12.8,52.9000053,48.32,27.31562614
100,0.6999999,14.2000008,74.7,5.79999971,8.8,31.18658,34.2836838,1446.58411,4.798581,18.4000015,13.4000006,24,73.7999954,50,87.7,86,85.3999939,17.4,12.6,52.6999969,48.06,27.21562386
100,0.6999999,14.2000008,72,5.79999971,8.8,31.18658,34.2836838,1441.77368,4.798581,18.4000015,13.3000011,24,74,50.1999969,87.7,86,85.3999939,17.4,12.7000008,52.4000053,47.34,27.44687462
100,0.8,14.2000008,75.3,5.79999971,8.8,31.18658,34.2836838,1448.363,4.798581,18.4000015,13.3000011,24,73.7999954,50.1999969,87.9,86,85.3999939,17.5,12.7000008,52.6000023,48.0300026,27.65312576
100,0.8,14,74.2,5.79999971,8.8,30.9910736,34.1549377,1445.97217,4.798581,18.4000015,13.3000011,24,73.7999954,50.8000031,87.9,86.2999954,85.3999939,17.5,12.7000008,52.4999962,47.83,28.08749962
100,0.8,14,72.2,5.79999971,8.8,30.9910736,34.0929451,1449.45508,4.798581,18.4000015,13.3000011,23,74,51.1,88.3,86.5,85.3999939,17.4,12.7000008,52.4000053,46.93,28.79374886
100,0.8,14,75.2,5.79999971,8.899999,30.9910736,34.07387,1453.20679,4.798581,18.4000015,13.3000011,23,74.4,52,88.3,86.7999954,85.3999939,17.5,12.7000008,52.6000023,48.23,29.203125
100,0.8,14,74.1000061,5.79999971,8.999997,30.9648476,34.1811638,1453.07788,4.798581,18.4000015,13.4000006,24,74.6,52.4999962,89,87.2,85.3999939,17.5,12.7000008,52.4000053,47.31,30.10624886
100,0.599999964,14,71.8,5.79999971,8.999997,30.9648476,34.171627,1450.3988,4.798581,18.5999985,13.4000006,24,75,53.3999977,89.3,87.9,85.3999939,17.4,12.7000008,52.3,46.85,30.63749886
100,0.8,14.2000008,75.2,5.79999971,8.999997,30.9648476,34.2145424,1455.34631,4.798581,18.5999985,13.4000006,24,75.6,53.7,90,88.4,85.3999939,17.4,12.6,52.9999962,48.35,32.31562424
100,0.6999999,14.2000008,73.8,5.79999971,8.999997,31.0196838,34.17401,1450.50952,4.794528,18.5999985,13.4000006,23,75.6,53.7,90.4,88.8,85.3999939,17.5,12.6,52.3,47.19,33.25937271
100,0.6999999,13.500001,68.9,5.72999954,8.700001,29.829958,32.68864,1450.80542,4.794528,18.3000031,13.2000027,23,75.1,54.2,90.1000061,88.7000046,89.3,17,12.1,51.6999969,45.8,33.58124924
100,0.8,13.500001,72.1,5.72999954,8.4,29.4794769,32.68864,1445.67517,4.794528,18,13,22,74.6,54.2,89.8,88.5,89,16.9,11.9000006,51.6000023,47.22,34.18437576
100,0.6999999,13.4000006,70.4,5.72999954,8.4,29.1075382,32.40015,1449.9917,4.794528,18,13,22,74.2,54.2,89.6000061,88.3,88.8,16.8,11.9000006,50.8999939,46.73,35.28125
100,0.8,13.2,67.7999954,5.72999954,8.4,29.1075382,32.1307335,1444.52454,4.794528,18,12.9000006,22,74.2,54.5,89.4,88.2000046,88.8,16.5999985,11.9000006,51.1000023,45.69,35.67500305
100,0.6999999,13.3,70.7999954,5.72999954,8.4,29.1075382,32.1307335,1445.48962,4.794528,18,12.9000006,22,73.9,54.5,89.2000046,88,88.5,16.6999989,11.8,51.3000031,47.02,36.66562271
100,0.6999999,13.0999994,69.6,5.72999954,8.4,29.1075382,32.1307335,1448.88159,4.794528,18,12.9000006,22,73.5,54.5,89.2000046,87.8,88.5,16.6999989,11.8,50.5,46.56,38.08437729
100,0.8,13.0999994,67.2999954,5.72999954,8.3,28.6020851,31.7373371,1453.40991,4.794528,17.9000015,12.8000021,22,73.2999954,54.5,89,87.7,88.3,16.5,11.5999994,51.1999969,45.95,35.81874847
100,0.6999999,13.2,70.7000046,5.72999954,8.3,28.6020851,31.75641,1454.314,4.794528,17.6999989,12.5999985,22,74,53.2,88.7000046,87.5,87.9,16.5,11.7,50.8999939,46.7,32.75937271
100,0.8,13,68.7000046,5.72999954,7.999998,28.456646,31.527523,1448.974,4.794528,17.5000019,12.5,22,73.9,51.8999977,87.9,86.7,87.1,16.5,11.7,50.1999969,46.18,32.50625229
100,0.8,13.0999994,67.1,5.72999954,7.999998,28.1848469,31.2581062,1454.2218,4.794528,17.5000019,12.5,22,73.4,51.4,87.2,85.9,86.1,16.2,11.5999994,51,45.66,35.38124847
100,0.6999999,13.3,71.8,5.72999954,8.3,29.1719112,32.2356377,1449.2887,4.794528,17.7999973,12.5999985,22,73,51.3000031,87,85.6,86.1,16.8,12,52.1000023,47.6900024,35.171875
100,0.8,13.6,71.6,5.68,8.3,29.856184,32.991436,1447.75171,4.794528,18,12.9000006,23,72.7,50.9,87.1,85.6,86.1,16.6999989,12.2,51.9000053,47.19,33.27187729
100,0.8,13.9,70.6,5.68,8.600002,30.4331665,33.6089478,1448.08508,4.794528,18,13.0999985,23,72.5,50.7000046,87.2,85.7,86.5,17.2,12.4,53.1000023,47.31,32.00624847
100,0.6999999,13.4000006,71.1,5.68,8.4,28.94541,32.53605,1449.8623,4.794528,18,12.9000006,22,72.5,50.5,87.2,85.7,86.2,16.6999989,11.9000006,51.3000031,46.82,31.07187462
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
